tweet_body,states_id,hand_topic_id
"Another great group of conservatives in Cerro Gordo County tonight who truly believe in Iowa ideas and values. #IA04 https://t.co/a622J2rwFd",16,0
"Second round of listening sessions today in #Whiteclay at the Oglala Lakota Nursing Home. Many positive ideas &amp; https://t.co/nNJ3HK0UV1",16,0
"Had a nice discussion today with members at AGP regarding the RFS and its importance to agriculture in Iowa. Proud to support the RFS.",16,7
"RT @PaulHammelOWH: Whats next for #whiteclay if the beer stores close for good? Lots of ideas out there, including a memorial.",16,7
"Thanks to the Calhoun County Republicans for allowing me to address their meeting tonight. https://t.co/F014tpylG8",16,4
"Jeff Koterbas latest cartoon perfectly captures the opportunity before us in #Whiteclay. #NeLeg

https://t.co/ZkhfO3F4zS",16,4
"Had a great morning in Ames talking with conservatives over breakfast https://t.co/egxG1Sb4AW",16,0
"RT @neappleseed: Were proud to work on bill protecting for-profit college students. Thanks Sen. @Patty4Nebraska for your leadership!",16,0
"Bertrand barn/yard signs are going up all over the district! Contact us @ https://t.co/U1aJha0Dpj to get yours today https://t.co/lVky7p4hq5",16,0
"RT @swmckewonOWH: Kudos to the UNL journalists recognized for their searing, powerful work on The Wounds of Whiteclay.",16,0
"Again, barn signs are popping up all over the district! Join us at https://t.co/U1aJha0Dpj to get yours today! https://t.co/eS1Qtrj809",16,4
"RT @CarolynReyesEsq: @Patty4Nebraska knows #LGBTQ youth are #BornPerfect.  Lets help her end #ConversionTherapy in #Nebraska!",16,4
"Big thanks to the Ames Area Conservative Womens Group for having me at their meeting last night to discuss my vision for #IA04",16,0
"Forever grateful to all those who served and sacrificed to ensure the freedoms and the country we know and love https://t.co/TPJzZxQO4c",16,0
"Happy to hear of @MidAm_EnergyCo s record-setting $3.6 BILLION in Iowa Wind. Great for state, which gets over 30% of its energy from wind.",16,0
"RT @JournalStarNews: Pansing Brooks says climate pact withdrawal would be harmful https://t.co/gzIXg0sUYG",16,0
"RT @NieuwenhuisSeed: Had a great visit with @SenatorBertrand in Spirit Lake IA today!!!  You definitely have Iowa priorities in mind !!!",16,0
"RT @KyWhitney: Honored to serve as co-chair of the @NCSLorg Juvenile Justice Principles working group along with @Patty4Nebraska!",16,0
"Great tour of Western IA Energy in Wall Lake today. Got to discuss biofuels and my vision with their board. #IA04 https://t.co/qLJxSIrxdm",16,0
"@girlsplaining Certainly something I can look into during the Interim. Thank you!",16,0
"Today in the Senate I was proud to support SR 118 which recognizes the importance of the #RFS to Iowa agriculture. #FarmStrong",16,0
"Grateful to CoChairJuvenileJusticeGroup w/ new friend @KyWhitney re data-driven practices 4kids @NCSLorg @pewtrusts https://t.co/lZqEopc82P",16,0
"Great discussion this morning in Merrill at Plymouth Energy with their board about RFS and my #IA04 campaign. https://t.co/xI2QiCvUW7",16,8
"Young entrepreneurs in LD28! Sabastian, Sawyer, &amp; Lyra served up some awesome lemonade! Support our local kids! https://t.co/55ILZ7pvqF",16,8
"Tried a long-shot effort today with amendment S5168 to protect Iowa property rights from #EminentDomain. Very important issue for Iowans!",16,0
"This is especially important to remember while the College World Series is in Nebraska. Know the signs - Be https://t.co/NzYbnOtJ2d",16,0
"Thanks to Quad County Corn Processors for this sign location. Love the support from ethanol/agriculture community! https://t.co/umyXZcOMyl",16,8
"Our little family friend, Derek Gordon, just won MVP &amp; pitched complete game in win 4 Saltdogs! He is still one https://t.co/cJq4owSNj2",16,8
"RT @NWIARealtors: May 19. Board Lunch. Noon. Special guest @SenatorBertrand. Be there! https://t.co/cVeCUPLPr2",16,4
"RT @ACLUofNE: Trump Administration request to share sensitive information about Nebraska Voters should be rejected by @NESecJGale.",16,4
"Had a great time in Sioux County with some very active College Republicans on the campus of Dordt College tonight. https://t.co/wGKwrJ1Wxb",16,8
"35 years and counting w/ my dream come true! What a blessing to have met, loved &amp; experienced adventure after https://t.co/1fDI3hLiH4",16,8
"Happy to sit down with my hometown media &amp; @TimSeamanABC9 to discuss my #IA04 run. Tune in Sun. at  9 to hear more. https://t.co/xLDA1rjqO0",16,2
"Happy 4th!!!  Bless our country, bless our state, bless ALL of our people! https://t.co/HQoJ7IAzG0",16,2
"Had a conversation this morning with some Sioux County Cattleman where they shared their insights and support. #IA04 https://t.co/kHcqv9L3nw",16,4
"Proud to have received a cumulative 92% rating from the @NebraskaChamber after this past Legislative Session. https://t.co/7r8udLtoCh",16,4
"Early voting for the June 7th Primary Election has begun! Humbly asking for your vote. #PickRick today! https://t.co/1Iu2VGY5Hp",16,0
"I am proud to stand with the #DACA youth alongside my colleagues. We must support these fabulous individuals who https://t.co/8YSKEC9rhC",16,0
"Congratulations to Sioux City for this honor. Proud 2 come from a city where small business still prospers #SmallBiz https://t.co/PYJwZ5zXrY",16,0
"I am proud to stand with ALL our military service members who selflessly serve. We are forever indebted to https://t.co/QjxYEKJTGa",16,0
"Another amazing event in Sioux County with Ag &amp; Business leaders looking for a positive vision for #IA04 #Momentum https://t.co/X6E0YyFlxy",16,4
"Enjoyed touring our beautiful Capitol w/ Suella Fernandes, MP-HouseCommons. I never tire of stories of Cather, https://t.co/k4rMcvzpWO",16,4
"Visiting with voters in Ames about my vision for Iowa #IA04 https://t.co/ZCUYFb65iN",16,1
"Only 14 days until #Eclipse2017! Make sure you have plans in place to enjoy this once in a lifetime sight. https://t.co/adAz0CqNue",16,1
"RT @iowastatedaily: .@SenatorBertrand to potential voters in Ames: The people are ready for a change. https://t.co/Fxo004k6uJ #IA04",16,15
"My statement regarding the recent events in Charlottesville. We must all stand together against acts of hate and https://t.co/WuOcYD6ehQ",16,15
"Great conversations today at the Fort Museum in Fort Dodge! Great pieces of history. Worth a look! https://t.co/W40Ngav1LT",16,0
"@FeralTwin Truly unbelievable.",16,0
"Great meeting in Fort Dodge tonight. One thing seems clear: Iowans are ready for fresh leadership in #IA04 https://t.co/wyCb2HLQl1",16,0
"Heres to a wonderful 1st week of school. Grateful to all educators for instilling future generations with https://t.co/epfhNBtS5u",16,0
"S/O to our volunteers, who were out pounding barn signs until all hours of the night last night #Momentum https://t.co/QX8AXRN1a5",16,0
"See my attached statement on the recent decision by @ACLUofNE to sue the state over conditions throughout the https://t.co/GuNA3IHlHb",16,0
"RT @ktivnews: @SteveKingIA, @SenatorBertrand agree to televised congressional primary debate on KTIV. https://t.co/x30toAi2g8",16,0
"RT @neappleseed: State Sen. @Patty4Nebraska supports DREAMers because they are vital, engaged members of our society. #MyNEDream",16,0
"Talked some #IowaAg issues today in NW Iowa with a great group of industry leaders #IowaFirst https://t.co/hogV240J9K",16,0
"Busy morning! 2 small but mighty groups rallied 4Medicare &amp; 4Justice &amp; against racism. Honored to speak! https://t.co/cjTV0ykZ0u",16,0
"Was able to sit down with some Pocahontas activists for a late lunch and conversation about my #IowaFirst Agenda. https://t.co/GptwCFwoVW",16,20
"Todays the Day! The Great American Eclipse! Go outside, put on your glasses and enjoy this once-in-a-lifetime https://t.co/2U7Jg9hZuZ",16,20
"Got to meet Rosie the Republican RV as the @NFRW came thru Denison today. Unbelievable energy to elect Republicans! https://t.co/2dnhC6yXEY",16,4
"The 3 branches of our gov. must work together to address the overcrowding problem in our corrections system. #NeLeg
https://t.co/PKC03SjC1O",16,4
"Always nice to get back home to Sioux City and chat with Charlie at @kscj1360 about my #IA04 and #IowaFirst vision. https://t.co/krau8Hkqsx",16,0
"Several of my bills which passed during the 2017 #NeLeg Session went into effect today. Thank you all for helping https://t.co/tsbochAaN0",16,0
"Stopped through @ktivnews for a discussion on my #IA04 race. Tune in at 5 and 6 tonight to hear about my campaign. https://t.co/iKiQm2LJvi",16,0
"@girlsplaining Thank you for this! Definitely something my staff and I can look into!",16,0
"Had a nice chat with voters in Le Mars today. Thank you to Mayor Kirchoff for the introduction! #IowaFirst https://t.co/TPZ5dBr8IK",16,20
"Watch live as attorneys argue before the NE Supreme Court on closure of #Whiteclay beer stores at the link below:

https://t.co/qBI1Q8eCU9",16,20
"RT @NieuwenhuisSeed: Bertrand for Congress signs just keep popping up in Obrien County! !! @SenatorBertrand https://t.co/WVcRlbn14o",16,0
"Hope your Labor Day weekend was relaxing and reflective of the contributions that led to this holiday! https://t.co/SbDRc1m0MR",16,0
"About to sit down with the DSM Register Editorial Board! Tune in!",16,20
"I know firsthand the value #DACA youth bring to NE. I will continue to stand with them and fight to ensure their https://t.co/O9ZDYrmGid",16,20
"Great article here today from Doug Burns in Carroll! Please take a second to read about my #IowaFirst vision. https://t.co/6G0CkBP9cZ",16,0
"Honored to participate in the Human Trafficking Panel at @UNLincolns 9th Annual Interdisciplinary Conference on https://t.co/f0LONJ31WO",16,0
"Visiting with voters in Humboldt this morning at Caribbean Coffee House. https://t.co/aV55YSZGyF",16,0
"@tallbaby21 @NebraskaDems It truly is an honor to serve you! I hope I can continue to work hard each and every day for you in a second term.",16,0
"Welcomed @kcautv out on the trail with us this morning at Bellisimo Coffee in Le Mars. https://t.co/iATzGd5btp",16,0
"Pleased to announce my candidacy for a second term in the Nebraska Legislature! #TeamPPB

https://t.co/pspooZQVBd https://t.co/87EZAntJnO",16,0
"Had a pleasure addressing the @NWIARealtors over the noon hr in Sioux City. Iowans seem ready for a fresh start. https://t.co/GNgcI4Uv3j",16,4
"Happy Birthday Nebraska!  Thanks to First Lady Susanne Shore &amp; Regan Anson for their vision and creative https://t.co/4DWeWhYZqk",16,4
"Was able to sit down with Bob at the New Hampton Tribune this afternoon and talk about my campaign. #IowaFirst https://t.co/GdF0UwgB2m",16,0
"Big day for Whiteclay! Beer stores remain closed!
Enroute to Summit re WC health &amp; eco dev!

HEAL https://t.co/tJ8ewjuBYk",16,0
"Stopped at the Charles City Press today and talked with Chris about my #IA04 race and my economic vision for Iowa. https://t.co/RUkcB4McD0",16,15
"RT @PaulHammelOWH: State Sens @TomBrewerForNe and @Patty4Nebraska Pansing Brooks open summit on future of Whiteclay. Look for story",16,15
"Had a good chat with The Leader in Garner today about the need for term limits and how politicians stay too long. https://t.co/tcm3BgzcSD",16,4
"RT @HollandMovement: Thank you Senator @Patty4Nebraska for standing up for children and working families in the #NELeg. #HollandHonorRoll",16,4
"Another stop was with A.J. at KIOW news in Forest City about illegal immigration and the need to seal our border. https://t.co/0Tvg5AFmda",16,0
"The Dark Knight pedaled us to the Black Out! Go Huskers! Go Blackshirts!!! https://t.co/r0EKkrss1B",16,0
"Chatting with voters in Denison and Carroll so far today. Thanks to local media for making it out! #IowaFirst https://t.co/AXy5cCsXc4",16,20
"The moon get the memo on the Black Out!!! Big Red is going to pull this one out! #GBR  #Huskers https://t.co/uFQidt9mbA",16,20
"Thank you to all those who served, especially  those who made the ultimate sacrifice. 

God bless our troops. Happy Memorial Day!",16,1
"@1st Plymouth-Pulse Tribute to LGBTQ massacre-Orlando. 49 luminarios depicting our 49 lost souls. Love conquers https://t.co/kHeutPHU5N",16,1
"RT @douglaswburns: Primary challenger says @SteveKingIA wastes time in Congress, not focused on key rural issues @SenatorBertrand",16,20
"My bill LB485 creates Standing Bear &amp;Indigenous Leaders Day-alternative to Columbus Day.Time to celebrate NE 1st https://t.co/gzreoKrSHD",16,20
"Had an awesome morning back home in Sioux City chatting with my friends and neighbors about my #IA04 race. https://t.co/TQeiaEtnTu",16,9
"RT @whiteclayredo: We asked ourselves; What can we do to provide some economic development - State Senator @Patty4Nebraska #Whiteclay",16,9
"Please tune in tonight at the link, as well as on @ktivnews #IA04  https://t.co/644Sst4swf",16,4
"Sen. Linehan &amp; I just returned from 3 day tour of fab Public Schools to look at reading literacy and https://t.co/wtqmgSUb9z",16,4
"RT @scj: @scj editorial: @SenatorBertrand is best choice in #ia04 GOP race. https://t.co/7BOFaxWzUB",16,20
"I am honored to have been recognized as a  the Change Recipient by the LGBTQA+ Resource Center w/ https://t.co/O8qiAZzLEj",16,20
"RT @SCJBretH: .@HillaryClinton now speaking at Sioux City union hall, thanks state Rep. Chris @HallForIowa endorsement,notes carpenters in",16,3
"RT @NECatholic: Incredible op-ed piece by @jdflynn  on LB891 introduced by @LydiaBrasch  https://t.co/BrPfI31F5u",16,3
"RT @MattPaulIA: Tom Perez (and Rep Chris Hall!) endorse @HillaryforIA at great event in Sioux City #ImWithHer https://t.co/TmzlXKE8ZM",16,3
"RT @AGDougPeterson: @jdflynn @LydiaBrasch Ordinary children, extraordinary joy #ProtectingSpecialChildren https://t.co/Ixx0B1zTXc",16,3
"As a young legislator, I see the results of student debt among my peers. It prevents them from purchasing a home,... https://t.co/YDRAGBVVMP",16,20
"RT @AGDougPeterson: #Nebraska #statehood day we have a great state and much to #celebrate https://t.co/ATbDW70k8T",16,20
"The level of corruption in this administration is reaching fever point. The AP reports a new one today... https://t.co/pW7hinuJni",16,20
"RT @Praying4_NE: rt@MarkMittelberg Concerned for our nation?Lets pray God will guide the election process to HIS desired outcome... 2",16,20
"RT @Rick_Mullin: Branstads buddies get richer and richer at our cost. https://t.co/QHFooGSZKF",16,6
"RT @_ChrisPeters: Zoo posts a new elephant photo. Mother and daughter. Other 4 are in an area outside. 75 degrees right now.",16,6
"Should be a great convocation this morning @WesternIowaTech . Hosted by local chapter of  @PHITHETAKAPPA honor students",16,6
"RT @CobyMach: Joining @KevinThomasKLIN on KLIN at 5:40 tonight to talk about a flood prevention plan for north Lincoln. Its time for bold",16,6
"This is amazing  https://t.co/Of5YZ91yYd",16,20
"RT @fredmknapp: Women senators of the #Nebraska Legislature. (Missing:  Sen. Kate Sullivan, Sen. Patty Pansing Brooks)",16,20
"Nonpartisan budget forecast: 4% growth next year. Over last three years, Rs approved $667 million in tax cuts. Time to invest in kids again",16,6
"RT @Nebraskagov: Happy 1st day of Spring! Today the Sun rises exactly in the east &amp; sets exactly in the west, day &amp; night are equal.",16,6
"Spread the word @Ruth1Lapointe",16,20
"RT @nrlc: Access to The most critical disability issue: https://t.co/xW8NqqiT8e #wdsd16 https://t.co/eCnYq5e4QH",16,20
"This wasnt on the bucket list but it is a good time https://t.co/fzjmVWWCPd",16,1
"RT @GovRicketts: (2/2) attack in Brussels, Belgium. Flags will be flown at half-staff until sunset on  March 26, 2016. Please RT to spread",16,1
"RT @HillaryforIA: Precinct captain Penny (@IaDemGirl66) introduces Hillary: shes courageous, and she has vision! #ImWithHer",16,15
"RT @thehannahhuston: https://t.co/fJNob7CLdS get it while its hottttt:",16,15
"@KimReynoldsIA Is that @paulgausman at press conference to divert $400m from education and Sioux City schools? Got to be kidding. @SCJBretH",16,3
"@GovRicketts Cuming County Cattle Feeders Association standing ovation for Gov Ricketts standing up for Ag #thanksag https://t.co/8w1iTrT3vR",16,3
